Date,Total_Value,Market_Weather,Index,Long_only
2024-04-02,95446050,68.40656608,80103800,120103800
2024-04-03,94002450,66.18233548,78266700,118266700
2024-04-04,94865350,67.74135878,79822500,119822500
2024-04-05,94524600,65.87453688,78956900,118956900
2024-04-08,94673750,65.89410821,79424100,119424100
2024-04-09,94190450,65.41814401,78803400,118803400
2024-04-11,94298800,65.46123779,78722100,118722100
2024-04-12,92623100,64.82349016,77418800,117418800
2024-04-15,93471900,63.66059864,77630300,117630300
2024-04-16,92945950,60.17346297,76302200,116302200
2024-04-17,91560330,59.17889037,75288160,115288160
2024-04-18,91896500,61.52353037,76231700,116231700
2024-04-19,91207350,58.46922955,75269300,115269300
2024-04-22,93015700,61.0026178,77489600,117489600
2024-04-23,93560050,61.42456156,77458600,117458600
2024-04-24,94125900,64.04857132,78207800,118207800
2024-04-25,93621700,61.5810903,77304700,117304700
2024-04-26,93898350,62.93936081,78487800,118487800
2024-04-29,93627300,64.14169171,79131600,119131600
2024-04-30,93578450,64.20144932,79235400,119235400
2024-05-02,92751250,63.98858798,78751200,118751200
2024-05-03,92479750,63.90273379,78367300,118367300
2024-05-07,93843650,66.14491735,79658100,119658100
2024-05-08,94174300,67.00853366,80081100,120081100
2024-05-09,92975100,65.62838511,78995500,118995500
2024-05-10,93487900,66.2741041,80095300,120095300
2024-05-13,93433520,65.91104289,80264540,120264540
2024-05-14,93506610,65.82742224,80251420,120251420
2024-05-16,94311070,67.1745478,81338840,121338840
2024-05-17,93803100,66.00367331,80471300,120471300
2024-05-20,93989900,66.5596154,81102500,121102500
2024-05-21,93272910,65.86439414,80630320,120630320
2024-05-22,93595600,65.85668519,80927900,120927900
2024-05-23,92736910,66.09411555,80640020,120640020
2024-05-24,91744140,64.54251581,79491080,119491080
2024-05-27,92290900,65.92709328,80275200,120275200
2024-05-28,92062900,65.94294743,80364500,120364500
2024-05-29,91102420,63.70289413,79438540,119438540
2024-05-30,90876230,61.16012754,78275860,118275860
2024-05-31,90581150,61.08951236,78135400,118135400
2024-06-03,91856900,62.91467557,79522800,119522800
2024-06-04,90935100,62.15017051,78420000,118420000
2024-06-05,91159450,63.16800332,78996500,118996500
2024-06-07,92081410,64.27184077,80231620,120231620
2024-06-10,91320640,62.97694623,79338180,119338180
2024-06-11,91357400,63.07985545,79455900,119455900
2024-06-12,91834670,63.6673772,80204540,120204540
2024-06-13,91856840,65.29876614,80132980,120132980
2024-06-14,91994360,65.73903503,80305220,120305220
2024-06-17,91658760,64.57527087,80292720,120292720
2024-06-18,92156760,65.5319006,80714220,120714220
2024-06-19,93250300,66.68292434,81952900,121952900
2024-06-20,93231300,66.77856152,82444800,122444800
2024-06-21,92929220,65.84489333,81667040,121667040
2024-06-24,92871450,64.6305969,81107700,121107700
2024-06-25,93201250,64.942588,81379100,121379100
2024-06-26,93602330,65.7081816,82114960,122114960
2024-06-27,93982000,65.48323879,81751400,121751400
2024-06-28,94568530,66.28258591,82066060,122066060
2024-07-01,94190570,66.44000827,82028740,122028740
2024-07-02,93566350,65.58664883,81371000,121371000
2024-07-03,93963090,66.22882767,82029380,122029380
2024-07-04,94864160,66.58484824,82861920,122861920
2024-07-05,96834790,67.56846437,84213580,124213580
2024-07-08,95586200,67.21930299,83233100,123233100
2024-07-09,95495670,67.89934753,83113640,123113640
2024-07-10,95418530,67.95478491,83098060,123098060
2024-07-11,96287570,68.65817832,84170940,124170940
2024-07-12,95160140,67.00327566,83338480,123338480
2024-07-15,95179380,67.00219873,82878960,122878960
2024-07-16,96137110,67.17878764,83052220,123052220
2024-07-17,95685720,66.06475394,82635740,122635740
2024-07-18,94784090,65.05195194,82075880,122075880
2024-07-19,94074580,63.50926826,81352960,121352960
2024-07-22,94049280,61.33740017,81108960,121108960
2024-07-23,94075480,62.41197948,81339460,121339460
2024-07-24,93863650,61.80212518,80895000,120895000
2024-07-25,92976820,58.86934541,79749540,119749540
2024-07-26,93121430,60.26415539,80249560,120249560
2024-07-29,94199830,61.83663463,81358260,121358260
2024-07-30,93428790,60.5493025,80395480,120395480
2024-07-31,94722850,61.91911775,81112400,121112400
2024-08-01,94008900,62.43928088,81189600,121189600
2024-08-02,92128600,54.91040334,78461100,118461100
2024-08-05,87784100,26.9621462,71899600,111899600
2024-08-06,88873589.8,32.6994351,74213200,114213200
2024-08-07,87019430,45.25963561,75229720,115229720
2024-08-08,86796430,45.99700768,74861320,114861320
2024-08-09,86938380,49.37141691,75445320,115445320
2024-08-12,87240100,52.27534384,75995600,115995600
2024-08-13,87332580,53.2043857,76407120,116407120
2024-08-14,87490420,55.4124018,76519980,116519980
2024-08-16,87781690,59.20739632,77729660,117729660
2024-08-19,87673740,55.72644681,77444060,117444060
2024-08-20,87805790,58.39797256,78037560,118037560
2024-08-21,88151400,58.50202779,78289400,118289400
2024-08-22,88681050,58.80833949,78813900,118813900
2024-08-23,88846300,58.55131152,78963600,118963600
2024-08-26,89302000,58.74748438,79201500,119201500
2024-08-27,89331850,59.448722,78780400,118780400
2024-08-28,88939250,59.8187797,78745600,118745600
2024-08-29,88709250,58.49619156,78261000,118261000
2024-08-30,88720500,59.78500028,78313100,118313100
2024-09-02,88926300,59.63413335,78649200,118649200
2024-09-03,89480100,58.75324876,78636000,118636000
2024-09-04,88312200,50.63493422,76444600,116444600
2024-09-05,88658200,51.04358807,76812600,116812600
2024-09-06,88167400,49.00801852,76078300,116078300
2024-09-09,87914550,49.87973219,75788000,115788000
2024-09-10,88006000,51.03367272,75936300,115936300
2024-09-11,87851950,50.66355458,75070700,115070700
2024-09-12,88426850,54.89328362,76567100,116567100
2024-09-13,88822150,55.1875053,77273500,117273500
2024-09-19,89064700,55.10930094,78009400,118009400
2024-09-20,89093050,56.62333532,78304300,118304300
2024-09-23,89170200,56.64450999,78436500,118436500
2024-09-24,89618500,57.23524417,78998700,118998700
2024-09-25,88655080,54.74341756,77433420,117433420
2024-09-26,89571850,56.30504027,79548100,119548100
2024-09-27,89461900,55.85589256,79108800,119108800
2024-09-30,88639250,53.92011759,77236300,117236300
2024-10-02,87937850,52.58825263,76171700,116171700
2024-10-04,88109500,53.1280786,76535600,116535600
2024-10-07,88315660,55.16634421,77648440,117648440
2024-10-08,87720950,54.56283433,76924800,116924800
2024-10-10,88192300,56.80782616,77528150,117528150
2024-10-11,87815100,57.88069335,77544950,117544950
2024-10-14,88426100,59.09404335,78369850,118369850
2024-10-15,88275900,60.01628722,78464700,118464700
2024-10-16,88183750,58.92166457,78006600,118006600
2024-10-17,87888250,59.42390132,77386700,117386700
2024-10-18,87972650,59.21376445,77283900,117283900
2024-10-21,88083650,59.58833105,77643300,117643300
2024-10-22,87808300,57.6891038,76829500,116829500
2024-10-23,88097950,58.49976686,77582600,117582600
2024-10-24,87716600,57.01489404,76767650,116767650
2024-10-25,87668450,56.95695271,77209050,117209050
2024-10-28,88254800,58.08243642,77801800,117801800
2024-10-29,88165850,58.59545006,77287200,117287200
2024-10-30,87861900,57.57320813,76698850,116698850
2024-10-31,86855450,55.29183598,74716450,114716450
2024-11-01,87158050,54.57292174,75250000,115250000
