일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
2019-01-02,2010,-31.04,-1.52,2050.55,2053.45,2004.27,326368,4295872,1.32E+09
2019-01-03,1993.7,-16.3,-0.81,2011.81,2014.72,1991.65,427976,5358519,1.31E+09
2019-01-04,2010.25,16.55,0.83,1992.4,2011.56,1984.53,408991,5490148,1.32E+09
2019-01-07,2037.1,26.85,1.34,2034.24,2048.06,2030.9,440191,5301385,1.34E+09
2019-01-08,2025.27,-11.83,-0.58,2038.68,2042.7,2023.59,397831,4826642,1.33E+09
2019-01-09,2064.71,39.44,1.95,2034.19,2068.23,2034.19,386248,5532689,1.36E+09
2019-01-10,2063.28,-1.43,-0.07,2065.73,2072.81,2057.16,382877,5434257,1.36E+09
2019-01-11,2075.57,12.29,0.6,2070.36,2076.99,2063.99,380061,4592461,1.37E+09
2019-01-14,2064.52,-11.05,-0.53,2070.49,2073.94,2059.46,432891,4941021,1.36E+09
2019-01-15,2097.18,32.66,1.58,2069.14,2098.01,2067.58,439489,5236964,1.38E+09
2019-01-16,2106.1,8.92,0.43,2098.65,2106.35,2091.92,500078,5352467,1.39E+09
2019-01-17,2107.06,0.96,0.05,2110.14,2117.43,2101.7,475885,5857767,1.39E+09
2019-01-18,2124.28,17.22,0.82,2116.43,2124.5,2113.44,456738,5356125,1.40E+09
2019-01-21,2124.61,0.33,0.02,2133.87,2134.17,2114.45,398035,5320635,1.40E+09
2019-01-22,2117.77,-6.84,-0.32,2126.03,2129.37,2108.91,419441,4897406,1.40E+09
2019-01-23,2127.78,10.01,0.47,2108.72,2131.05,2106.74,408600,5170562,1.40E+09
2019-01-24,2145.03,17.25,0.81,2127.88,2145.08,2125.48,413652,6035836,1.42E+09
2019-01-25,2177.73,32.7,1.52,2147.92,2178.01,2146.64,410002,7065652,1.44E+09
2019-01-28,2177.3,-0.43,-0.02,2184.41,2188.15,2169.17,371619,6060559,1.44E+09
2019-01-29,2183.36,6.06,0.28,2172.83,2183.36,2162.53,552587,6504583,1.44E+09
2019-01-30,2206.2,22.84,1.05,2183.49,2206.2,2177.88,480390,6875693,1.46E+09
2019-01-31,2204.85,-1.35,-0.06,2222.88,2222.88,2201.22,545248,7762307,1.46E+09
2019-02-01,2203.46,-1.39,-0.06,2211.93,2218.78,2201.41,479379,6874000,1.45E+09
2019-02-07,2203.42,-0.04,0,2215.77,2215.79,2196.77,427843,6339361,1.45E+09
2019-02-08,2177.05,-26.37,-1.2,2192.01,2192.48,2171.96,391029,5728530,1.44E+09
2019-02-11,2180.73,3.68,0.17,2180.54,2181.58,2167.36,406060,5327610,1.44E+09
2019-02-12,2190.47,9.74,0.45,2182.71,2195.05,2178.59,429940,5929463,1.45E+09
2019-02-13,2201.48,11.01,0.5,2200,2203.71,2194.75,421990,5585495,1.45E+09
2019-02-14,2225.85,24.37,1.11,2195.92,2225.85,2186.09,573362,6426023,1.47E+09
2019-02-15,2196.09,-29.76,-1.34,2210.94,2210.94,2187.71,400592,5097631,1.45E+09
2019-02-18,2210.89,14.8,0.67,2207.36,2217.32,2203,314371,4668187,1.46E+09
2019-02-19,2205.63,-5.26,-0.24,2208.96,2213.87,2193.34,389094,4534559,1.46E+09
2019-02-20,2229.76,24.13,1.09,2216.74,2234.68,2213.83,374342,5948417,1.47E+09
2019-02-21,2228.66,-1.1,-0.05,2224.26,2234.31,2213.19,382511,5480910,1.47E+09
2019-02-22,2230.5,1.84,0.08,2222.32,2230.5,2217.08,409311,4645184,1.47E+09
2019-02-25,2232.56,2.06,0.09,2241.13,2241.76,2224.64,339234,4689861,1.47E+09
2019-02-26,2226.6,-5.96,-0.27,2230.37,2235.7,2221.76,331962,5024238,1.47E+09
2019-02-27,2234.79,8.19,0.37,2234.46,2237.77,2228.16,301513,4914613,1.48E+09
2019-02-28,2195.44,-39.35,-1.76,2231.58,2233.93,2195.44,510022,8307296,1.45E+09
2019-03-04,2190.66,-4.78,-0.22,2210.97,2216.02,2188.56,373166,6405237,1.45E+09
2019-03-05,2179.23,-11.43,-0.52,2183.35,2185.74,2171.33,313146,4980941,1.44E+09
2019-03-06,2175.6,-3.63,-0.17,2177.11,2179.01,2168.46,328943,4828088,1.44E+09
2019-03-07,2165.79,-9.81,-0.45,2173.19,2181.19,2155.19,292578,4858919,1.43E+09
2019-03-08,2137.44,-28.35,-1.31,2152.8,2159.67,2137.44,313315,4497331,1.41E+09
2019-03-11,2138.1,0.66,0.03,2140.29,2145.31,2125.54,272103,4077476,1.41E+09
2019-03-12,2157.18,19.08,0.89,2154.61,2161.69,2150.96,355283,4222805,1.42E+09
2019-03-13,2148.41,-8.77,-0.41,2152.66,2154.11,2134.16,285601,4088451,1.42E+09
2019-03-14,2155.68,7.27,0.34,2154.35,2158.34,2142.31,341010,5882524,1.42E+09
2019-03-15,2176.11,20.43,0.95,2152.96,2181.77,2152.59,387136,6821324,1.44E+09
2019-03-18,2179.49,3.38,0.16,2179.69,2183.9,2172.34,257951,4093226,1.44E+09
2019-03-19,2177.62,-1.87,-0.09,2183.03,2183.76,2171.05,319703,3867859,1.44E+09
2019-03-20,2177.1,-0.52,-0.02,2171.41,2177.19,2152.21,317607,4175741,1.44E+09
2019-03-21,2184.88,7.78,0.36,2183.11,2200.32,2173.7,342747,6229925,1.45E+09
2019-03-22,2186.95,2.07,0.09,2192.72,2195.42,2178.77,333618,6881723,1.45E+09
2019-03-25,2144.86,-42.09,-1.92,2158.8,2159.25,2143.7,307071,4136472,1.42E+09
2019-03-26,2148.8,3.94,0.18,2152.98,2153.9,2143.63,301254,4248900,1.42E+09
2019-03-27,2145.62,-3.18,-0.15,2147.19,2152.91,2132.42,363169,4490156,1.42E+09
2019-03-28,2128.1,-17.52,-0.82,2131.25,2136.4,2120.93,288036,4403906,1.41E+09
2019-03-29,2140.67,12.57,0.59,2138.45,2143.3,2124.07,364619,5248941,1.42E+09
2019-04-01,2168.28,27.61,1.29,2153.31,2171.49,2153.31,263313,4365111,1.44E+09
2019-04-02,2177.18,8.9,0.41,2177.2,2181.37,2171.84,257453,4247457,1.44E+09
2019-04-03,2203.27,26.09,1.2,2176.81,2203.29,2172.83,358645,5466969,1.46E+09
2019-04-04,2206.53,3.26,0.15,2201.04,2216.15,2198.66,431013,4857554,1.46E+09
2019-04-05,2209.61,3.08,0.14,2206.36,2214.82,2205.26,517153,4215787,1.46E+09
2019-04-08,2210.6,0.99,0.04,2217.66,2217.87,2202.49,347910,4660047,1.46E+09
2019-04-09,2213.56,2.96,0.13,2212.32,2221.62,2203.54,414809,4904130,1.47E+09
2019-04-10,2224.39,10.83,0.49,2206.2,2225.02,2203.82,399695,5135094,1.47E+09
2019-04-11,2224.44,0.05,0,2227.69,2230.41,2217.18,402016,6022087,1.47E+09
2019-04-12,2233.45,9.01,0.41,2221.1,2233.45,2212.88,449634,6098418,1.48E+09
2019-04-15,2242.88,9.43,0.42,2242.31,2251.22,2240.29,404160,6668129,1.49E+09
2019-04-16,2248.63,5.75,0.26,2241.06,2249.89,2235.72,569056,7083491,1.49E+09
2019-04-17,2245.89,-2.74,-0.12,2249.05,2252.05,2242.01,452475,5586184,1.49E+09
2019-04-18,2213.77,-32.12,-1.43,2248.8,2250.11,2210.43,573343,6501104,1.47E+09
2019-04-19,2216.15,2.38,0.11,2223.42,2225.37,2215.58,525264,4965672,1.47E+09
2019-04-22,2216.65,0.5,0.02,2218.5,2227.94,2207.25,493984,4639971,1.47E+09
2019-04-23,2220.51,3.86,0.17,2217.61,2223.92,2212.14,481178,4922938,1.47E+09
2019-04-24,2201.03,-19.48,-0.88,2229.75,2229.75,2190.29,575100,6342430,1.46E+09
2019-04-25,2190.5,-10.53,-0.48,2195.47,2200.89,2187.44,441137,5610697,1.45E+09
2019-04-26,2179.31,-11.19,-0.51,2178.13,2186.52,2168.15,570172,5346146,1.45E+09
2019-04-29,2216.43,37.12,1.7,2183.41,2216.43,2181.82,380823,4985906,1.47E+09
2019-04-30,2203.59,-12.84,-0.58,2213.43,2215.77,2186.33,381414,5697107,1.46E+09
2019-05-02,2212.75,9.16,0.42,2192.94,2217.03,2191.3,369059,5026634,1.47E+09
2019-05-03,2196.32,-16.43,-0.74,2209.44,2211.36,2192.36,617878,5297907,1.46E+09
2019-05-07,2176.99,-19.33,-0.88,2172.39,2179.51,2160.44,484097,5467057,1.44E+09
2019-05-08,2168.01,-8.98,-0.41,2151.34,2179.34,2151.34,456334,5170591,1.44E+09
2019-05-09,2102.01,-66,-3.04,2159.79,2164.98,2102.01,743507,8236438,1.39E+09
2019-05-10,2108.04,6.03,0.29,2118.42,2124.92,2090.39,714766,6407849,1.40E+09
2019-05-13,2079.01,-29.03,-1.38,2091.8,2101.09,2077.72,505751,4601111,1.38E+09
2019-05-14,2081.84,2.83,0.14,2060.24,2093.41,2056.74,696195,5865912,1.38E+09
2019-05-15,2092.78,10.94,0.53,2081.92,2100.01,2076.46,577795,5052873,1.39E+09
2019-05-16,2067.69,-25.09,-1.2,2094.88,2095.58,2062.44,745164,6042440,1.37E+09
2019-05-17,2055.8,-11.89,-0.58,2081.57,2082.83,2053.79,537380,5378895,1.36E+09
2019-05-20,2055.71,-0.09,0,2066.53,2077.1,2051.69,640195,4889671,1.36E+09
2019-05-21,2061.25,5.54,0.27,2056.95,2076.47,2053.69,526859,5272369,1.37E+09
2019-05-22,2064.86,3.61,0.18,2068.65,2070.8,2048.01,509974,4637965,1.37E+09
2019-05-23,2059.59,-5.27,-0.26,2063.25,2065.86,2046.82,509269,4819255,1.37E+09
2019-05-24,2045.31,-14.28,-0.69,2047.3,2057.38,2035.98,480648,4581386,1.36E+09
2019-05-27,2044.21,-1.1,-0.05,2044.25,2055.13,2035.87,351616,3506627,1.36E+09
2019-05-28,2048.83,4.62,0.23,2044.77,2058.42,2038.52,494479,8080273,1.36E+09
2019-05-29,2023.32,-25.51,-1.25,2046.71,2046.71,2016.25,380894,4686652,1.35E+09
2019-05-30,2038.8,15.48,0.77,2024.33,2040.66,2023.91,461850,4978843,1.36E+09
2019-05-31,2041.74,2.94,0.14,2029.03,2048.9,2022.97,439182,5039081,1.36E+09
2019-06-03,2067.85,26.11,1.28,2031.03,2070.58,2029.17,387146,4640457,1.38E+09
2019-06-04,2066.97,-0.88,-0.04,2066.78,2072.19,2060.98,435992,4841761,1.38E+09
2019-06-05,2069.11,2.14,0.1,2084.16,2086.49,2065.71,380157,4506228,1.38E+09
2019-06-07,2072.33,3.22,0.16,2070.78,2081.16,2057.97,368392,4347351,1.38E+09
2019-06-10,2099.49,27.16,1.31,2087.37,2099.65,2075.51,457641,4214044,1.40E+09
2019-06-11,2111.81,12.32,0.59,2096.09,2114.57,2094.6,550740,4276695,1.41E+09
2019-06-12,2108.75,-3.06,-0.14,2111.66,2118.89,2104.41,693508,4661010,1.40E+09
2019-06-13,2103.15,-5.6,-0.27,2104.46,2108.01,2081.92,553393,5998223,1.40E+09
2019-06-14,2095.41,-7.74,-0.37,2096.32,2103.02,2087.47,473370,4716416,1.40E+09
2019-06-17,2090.73,-4.68,-0.22,2091.71,2103.59,2087.25,561550,4255706,1.39E+09
2019-06-18,2098.71,7.98,0.38,2089.31,2103.02,2089.31,600964,4579592,1.40E+09
2019-06-19,2124.78,26.07,1.24,2119.54,2126.74,2117.64,862980,4984534,1.41E+09
2019-06-20,2131.29,6.51,0.31,2121.78,2131.77,2120.42,1007159,3994784,1.42E+09
2019-06-21,2125.62,-5.67,-0.27,2132.38,2132.68,2120.15,692028,5226303,1.42E+09
2019-06-24,2126.33,0.71,0.03,2130.32,2134.48,2123.88,669640,4054921,1.42E+09
2019-06-25,2121.64,-4.69,-0.22,2125.74,2136.24,2115.11,642999,4249732,1.41E+09
2019-06-26,2121.85,0.21,0.01,2120.2,2128.25,2115.72,736852,4455865,1.41E+09
2019-06-27,2134.32,12.47,0.59,2120.73,2141.27,2118.22,644900,5122462,1.42E+09
2019-06-28,2130.62,-3.7,-0.17,2135.06,2139.24,2123.97,537275,4282405,1.42E+09
2019-07-01,2129.74,-0.88,-0.04,2147.24,2147.24,2126.87,412291,4730193,1.42E+09
2019-07-02,2122.02,-7.72,-0.36,2122.07,2130.86,2112.52,460830,4107542,1.41E+09
2019-07-03,2096.02,-26,-1.23,2120.75,2127.71,2093.32,522709,4615984,1.40E+09
2019-07-04,2108.73,12.71,0.61,2102.36,2108.8,2088.97,446933,4542738,1.41E+09
2019-07-05,2110.59,1.86,0.09,2111,2115.43,2096.23,459391,4025814,1.41E+09
2019-07-08,2064.17,-46.42,-2.2,2091.91,2092.54,2063.78,515950,4349730,1.38E+09
2019-07-09,2052.03,-12.14,-0.59,2070.35,2075.3,2052.03,440122,4439841,1.37E+09
2019-07-10,2058.78,6.75,0.33,2061.55,2068.2,2056.48,355678,3938557,1.37E+09
2019-07-11,2080.58,21.8,1.06,2070.59,2088.24,2070.21,376675,5057466,1.39E+09
2019-07-12,2086.66,6.08,0.29,2083.53,2090.43,2077.35,403935,3775269,1.39E+09
2019-07-15,2082.48,-4.18,-0.2,2083.39,2088.34,2073.1,463520,3740180,1.39E+09
2019-07-16,2091.87,9.39,0.45,2084.46,2096.67,2078.74,682803,5284193,1.39E+09
2019-07-17,2072.92,-18.95,-0.91,2079.91,2080.01,2063.49,761626,4643512,1.38E+09
2019-07-18,2066.55,-6.37,-0.31,2068.66,2073.2,2061.33,446644,3939884,1.38E+09
2019-07-19,2094.36,27.81,1.35,2080.21,2096.73,2076.51,394904,4198432,1.40E+09
2019-07-22,2093.34,-1.02,-0.05,2090.35,2099.34,2087.51,332630,3206207,1.40E+09
2019-07-23,2101.45,8.11,0.39,2095.76,2106.39,2095.38,648124,4601030,1.40E+09
2019-07-24,2082.3,-19.15,-0.91,2097.16,2105.68,2080.66,851393,4233306,1.39E+09
2019-07-25,2074.48,-7.82,-0.38,2085.67,2088.81,2061.08,598634,5207430,1.38E+09
2019-07-26,2066.26,-8.22,-0.4,2063.35,2068.16,2054.64,589074,5138752,1.38E+09
2019-07-29,2029.48,-36.78,-1.78,2059.13,2063.13,2025.01,608671,4681216,1.35E+09
2019-07-30,2038.68,9.2,0.45,2035.32,2044.59,2032.61,547030,3877489,1.36E+09
2019-07-31,2024.55,-14.13,-0.69,2036.46,2041.16,2010.95,589386,5532913,1.35E+09
2019-08-01,2017.34,-7.21,-0.36,2015.09,2032.23,2009.33,461743,4443150,1.34E+09
2019-08-02,1998.13,-19.21,-0.95,1995.31,2005.31,1987.12,438538,5338221,1.33E+09
2019-08-05,1946.98,-51.15,-2.56,1985.93,1987.64,1945.39,639604,6599771,1.30E+09
2019-08-06,1917.5,-29.48,-1.51,1900.36,1948.53,1891.81,739588,7179083,1.28E+09
2019-08-07,1909.71,-7.79,-0.41,1925.33,1929.29,1901.61,760777,5373398,1.27E+09
2019-08-08,1920.61,10.9,0.57,1926.28,1937.95,1915.81,777166,6769546,1.28E+09
2019-08-09,1937.75,17.14,0.89,1940.06,1946.94,1936.14,654344,5051265,1.29E+09
2019-08-12,1942.29,4.54,0.23,1941.53,1949.19,1933.25,427141,3997755,1.30E+09
2019-08-13,1925.83,-16.46,-0.85,1928.76,1937.68,1923.58,660041,4340209,1.28E+09
2019-08-14,1938.37,12.54,0.65,1946.18,1952.22,1937.23,699585,5076486,1.29E+09
2019-08-16,1927.17,-11.2,-0.58,1921.49,1927.7,1911.72,421682,4274269,1.29E+09
2019-08-19,1939.9,12.73,0.66,1936.64,1943.09,1931.44,481022,3771542,1.29E+09
2019-08-20,1960.25,20.35,1.05,1942.99,1964.16,1937.53,463605,4130253,1.31E+09
2019-08-21,1964.65,4.4,0.22,1954.57,1971.12,1954.47,391568,3821801,1.31E+09
2019-08-22,1951.01,-13.64,-0.69,1966.6,1967.96,1951.01,435565,4095130,1.30E+09
2019-08-23,1948.3,-2.71,-0.14,1942.42,1953.85,1940.6,381087,3498465,1.30E+09
2019-08-26,1916.31,-31.99,-1.64,1915.34,1924.49,1909.92,324853,3751276,1.28E+09
2019-08-27,1924.6,8.29,0.43,1928.98,1937.42,1919.28,427042,5037420,1.28E+09
2019-08-28,1941.09,16.49,0.86,1929.96,1943.62,1926.43,284344,3288745,1.30E+09
2019-08-29,1933.41,-7.68,-0.4,1943.55,1947.15,1928.49,285103,3709596,1.29E+09
2019-08-30,1967.79,34.38,1.78,1951.66,1971.21,1951.3,317733,4371489,1.31E+09
2019-09-02,1969.19,1.4,0.07,1961.19,1973.25,1958.59,262154,2924232,1.31E+09
2019-09-03,1965.69,-3.5,-0.18,1966.5,1976.37,1960.15,342077,3916058,1.31E+09
2019-09-04,1988.53,22.84,1.16,1962.43,1988.53,1962.08,348722,4133684,1.33E+09
2019-09-05,2004.75,16.22,0.82,1993.62,2015.39,1992.51,488067,5556532,1.34E+09
2019-09-06,2009.13,4.38,0.22,2016.11,2017.2,2005.69,384441,3667155,1.34E+09
2019-09-09,2019.55,10.42,0.52,2013.38,2029.8,2013.28,511821,4401822,1.35E+09
2019-09-10,2032.08,12.53,0.62,2024.79,2034.28,2021.58,504391,4458785,1.36E+09
2019-09-11,2049.2,17.12,0.84,2043.72,2050.8,2040.04,429075,5997521,1.37E+09
2019-09-16,2062.22,13.02,0.64,2056.26,2062.22,2044.8,493516,5676634,1.38E+09
2019-09-17,2062.33,0.11,0.01,2058.72,2066.33,2055.17,507995,4572241,1.38E+09
2019-09-18,2070.73,8.4,0.41,2064.42,2075.63,2058.52,613148,4849404,1.38E+09
2019-09-19,2080.35,9.62,0.46,2070.53,2089.81,2070.53,493038,4796838,1.39E+09
2019-09-20,2091.52,11.17,0.54,2080.86,2092.37,2077.3,589920,5401657,1.40E+09
2019-09-23,2091.7,0.18,0.01,2087.7,2095.54,2085.6,420948,4095774,1.40E+09
2019-09-24,2101.04,9.34,0.45,2090.19,2101.63,2085.91,535771,4406729,1.40E+09
2019-09-25,2073.39,-27.65,-1.32,2093.47,2095.27,2072.41,651552,5181992,1.39E+09
2019-09-26,2074.52,1.13,0.05,2082.66,2087.33,2064.34,430577,4656831,1.39E+09
2019-09-27,2049.93,-24.59,-1.19,2066.96,2066.96,2044.75,285943,3489261,1.37E+09
2019-09-30,2063.05,13.12,0.64,2045.77,2064.99,2042.01,327625,3709169,1.38E+09
2019-10-01,2072.42,9.37,0.45,2062.44,2077.48,2057.91,389336,3869998,1.39E+09
2019-10-02,2031.91,-40.51,-1.95,2058.23,2058.23,2031.91,414460,3933922,1.36E+09
2019-10-04,2020.69,-11.22,-0.55,2028.4,2039.43,2020.69,402941,3963264,1.35E+09
2019-10-07,2021.73,1.04,0.05,2031.53,2034.94,2016.19,322185,3412076,1.35E+09
2019-10-08,2046.25,24.52,1.21,2029.37,2046.81,2024.63,437517,4256284,1.37E+09
2019-10-10,2028.15,-18.1,-0.88,2030.13,2040.88,2010.9,445846,5612446,1.36E+09
2019-10-11,2044.61,16.46,0.81,2048.08,2053.94,2040.48,381147,3790613,1.37E+09
2019-10-14,2067.4,22.79,1.11,2068.13,2075.1,2065.53,511216,4579415,1.38E+09
2019-10-15,2068.17,0.77,0.04,2064.78,2073.21,2064.34,464534,4138986,1.38E+09
2019-10-16,2082.83,14.66,0.71,2080.92,2090.01,2073.8,524545,4463659,1.39E+09
2019-10-17,2077.94,-4.89,-0.23,2081.76,2087.15,2072.49,314177,3484054,1.39E+09
2019-10-18,2060.69,-17.25,-0.83,2082.23,2088.54,2057.89,516688,5429307,1.38E+09
2019-10-21,2064.84,4.15,0.2,2067.97,2067.97,2059.33,606109,3598366,1.38E+09
2019-10-22,2088.86,24.02,1.16,2076.29,2093.81,2073.08,504063,4811063,1.40E+09
2019-10-23,2080.62,-8.24,-0.39,2086.81,2088.25,2074.88,429453,5110884,1.39E+09
2019-10-24,2085.66,5.04,0.24,2089.85,2089.85,2067.9,367717,5208814,1.40E+09
2019-10-25,2087.89,2.23,0.11,2091.16,2091.24,2079.3,348686,4429329,1.40E+09
2019-10-28,2093.6,5.71,0.27,2096.67,2104.39,2089.76,269234,3853805,1.40E+09
2019-10-29,2092.69,-0.91,-0.04,2103.92,2105.17,2088.04,357662,4067890,1.40E+09
2019-10-30,2080.27,-12.42,-0.59,2093.51,2093.51,2075.54,415552,5051508,1.40E+09
2019-10-31,2083.48,3.21,0.15,2089.22,2103.71,2083.48,461323,5777341,1.40E+09
2019-11-01,2100.2,16.72,0.8,2084.79,2100.42,2081.53,418314,4599473,1.41E+09
2019-11-04,2130.24,30.04,1.43,2111.32,2130.83,2111.32,476257,5636693,1.43E+09
2019-11-05,2142.64,12.4,0.58,2133.66,2143.12,2128.7,400644,5181344,1.44E+09
2019-11-06,2144.15,1.51,0.07,2142.69,2156.23,2138.83,410085,5680105,1.44E+09
2019-11-07,2144.29,0.14,0.01,2141.05,2147.01,2135.45,425663,5134908,1.44E+09
2019-11-08,2137.23,-7.06,-0.33,2154.18,2155.94,2133.75,574127,5969290,1.43E+09
2019-11-11,2124.09,-13.14,-0.61,2139.07,2139.07,2119.07,617266,5346846,1.43E+09
2019-11-12,2140.92,16.83,0.79,2131.26,2140.94,2121.8,610429,5743924,1.44E+09
2019-11-13,2122.45,-18.47,-0.86,2132.48,2133.37,2118.67,664366,5376791,1.43E+09
2019-11-14,2139.23,16.78,0.79,2127.54,2139.23,2121.32,521110,6080226,1.44E+09
2019-11-15,2162.18,22.95,1.07,2137.96,2165.02,2135.26,556246,5694837,1.45E+09
2019-11-18,2160.69,-1.49,-0.07,2161.89,2165.89,2151.97,489233,4450920,1.45E+09
2019-11-19,2153.24,-7.45,-0.34,2151.04,2154.41,2137.01,826885,5605578,1.45E+09
2019-11-20,2125.32,-27.92,-1.3,2140.06,2145.97,2123.8,581056,5583377,1.43E+09
2019-11-21,2096.6,-28.72,-1.35,2123.65,2125.36,2088.19,579555,5437430,1.41E+09
2019-11-22,2101.96,5.36,0.26,2098.89,2106.42,2093.99,519852,4310268,1.41E+09
2019-11-25,2123.5,21.54,1.02,2117.14,2130.04,2116.07,397676,4288509,1.43E+09
2019-11-26,2121.35,-2.15,-0.1,2129.27,2139.64,2120.85,532601,7636051,1.42E+09
2019-11-27,2127.85,6.5,0.31,2134.47,2136.3,2118.07,367796,4318300,1.43E+09
2019-11-28,2118.6,-9.25,-0.43,2116.93,2127.75,2116.58,335227,4483257,1.42E+09
2019-11-29,2087.96,-30.64,-1.45,2125.53,2125.53,2085.1,433261,5100927,1.40E+09
2019-12-02,2091.92,3.96,0.19,2097.55,2103.87,2088.92,385344,4515836,1.40E+09
2019-12-03,2084.07,-7.85,-0.38,2075.02,2085.71,2066.6,450040,4709540,1.40E+09
2019-12-04,2068.89,-15.18,-0.73,2070.84,2072.91,2057.45,347003,5085779,1.39E+09
2019-12-05,2060.74,-8.15,-0.39,2078.31,2084.29,2053.56,472188,4625011,1.38E+09
2019-12-06,2081.85,21.11,1.02,2072.44,2084.44,2070.17,440188,4215044,1.40E+09
2019-12-09,2088.65,6.8,0.33,2091.94,2093.81,2084.31,393127,3982512,1.40E+09
2019-12-10,2098,9.35,0.45,2081.22,2100.48,2080.16,500064,4172975,1.41E+09
2019-12-11,2105.62,7.62,0.36,2098.28,2109.22,2092.48,668731,4837221,1.41E+09
2019-12-12,2137.35,31.73,1.51,2120.13,2138.93,2120.13,584637,8339490,1.44E+09
2019-12-13,2170.25,32.9,1.54,2164.63,2170.25,2159.45,540027,6253216,1.46E+09
2019-12-16,2168.15,-2.1,-0.1,2168.05,2175.01,2166.29,377054,4561208,1.46E+09
2019-12-17,2195.68,27.53,1.27,2179.4,2196.01,2171.09,599534,6380891,1.48E+09
2019-12-18,2194.76,-0.92,-0.04,2194.92,2204.04,2187.32,591106,5519070,1.48E+09
2019-12-19,2196.56,1.8,0.08,2199.42,2204.73,2186.59,643144,5262212,1.48E+09
2019-12-20,2204.18,7.62,0.35,2205.57,2206.82,2194.8,646683,5020843,1.48E+09
2019-12-23,2203.71,-0.47,-0.02,2208.22,2209.2,2196.43,502034,4734276,1.48E+09
2019-12-24,2190.08,-13.63,-0.62,2206.23,2206.23,2187.58,569968,4756455,1.47E+09
2019-12-26,2197.93,7.85,0.36,2192.22,2198.01,2183.9,571309,4795110,1.48E+09
2019-12-27,2204.21,6.28,0.29,2183.7,2215.55,2177.4,490168,5429665,1.48E+09
2019-12-30,2197.67,-6.54,-0.3,2202.62,2208.04,2195.65,416403,4113598,1.48E+09
2020-01-02,2175.17,-22.5,-1.02,2201.21,2202.32,2171.84,494678,4638167,1.46E+09
2020-01-03,2176.46,1.29,0.06,2192.58,2203.38,2165.39,631563,5763663,1.46E+09
2020-01-06,2155.07,-21.39,-0.98,2154.97,2164.42,2149.95,592671,5156541,1.45E+09
2020-01-07,2175.54,20.47,0.95,2166.6,2181.62,2164.27,568236,5143512,1.46E+09
2020-01-08,2151.31,-24.23,-1.11,2156.27,2162.32,2137.72,913831,8750722,1.45E+09
2020-01-09,2186.45,35.14,1.63,2182.2,2186.45,2172.16,592604,7261591,1.47E+09
2020-01-10,2206.39,19.94,0.91,2189.48,2206.92,2188.1,594537,6459300,1.48E+09
2020-01-13,2229.26,22.87,1.04,2204.49,2230.43,2204.49,488289,6214780,1.50E+09
2020-01-14,2238.88,9.62,0.43,2243.06,2250.79,2232.94,835899,7294228,1.51E+09
2020-01-15,2230.98,-7.9,-0.35,2229.8,2238.21,2223.39,746156,5946351,1.50E+09
2020-01-16,2248.05,17.07,0.77,2231.93,2249.09,2225.41,808332,6204474,1.51E+09
2020-01-17,2250.57,2.52,0.11,2261.57,2268.71,2245.58,580816,5444384,1.52E+09
2020-01-20,2262.64,12.07,0.54,2261.4,2277.23,2258.09,545491,5950403,1.52E+09
2020-01-21,2239.69,-22.95,-1.01,2259.81,2266.31,2238.25,770320,5569551,1.51E+09
2020-01-22,2267.25,27.56,1.23,2238.53,2269.27,2235.13,608510,6365617,1.53E+09
2020-01-23,2246.13,-21.12,-0.93,2254.54,2260.63,2241.94,509609,6790104,1.51E+09
2020-01-28,2176.72,-69.41,-3.09,2192.22,2199.93,2166.23,808879,8818232,1.47E+09
2020-01-29,2185.28,8.56,0.39,2188.18,2195.45,2172.33,692301,6589950,1.47E+09
2020-01-30,2148,-37.28,-1.71,2181.54,2187.45,2139.72,602838,7105203,1.45E+09
2020-01-31,2119.01,-28.99,-1.35,2160.6,2167.23,2119.01,710508,7226687,1.43E+09
2020-02-03,2118.88,-0.13,-0.01,2086.61,2126.73,2082.74,836700,8068704,1.43E+09
2020-02-04,2157.9,39.02,1.84,2121.22,2162.32,2120.53,624642,7791178,1.45E+09
2020-02-05,2165.63,7.73,0.36,2177.26,2181.52,2154.88,574396,7736275,1.46E+09
2020-02-06,2227.94,62.31,2.88,2184.77,2229.99,2182.25,695216,8334738,1.50E+09
2020-02-07,2211.95,-15.99,-0.72,2221.49,2223.92,2198.14,800342,8813174,1.49E+09
2020-02-10,2201.07,-10.88,-0.49,2185.63,2203.39,2180.51,609566,5471061,1.48E+09
2020-02-11,2223.12,22.05,1,2213.5,2233.32,2211.25,526211,6611195,1.50E+09
2020-02-12,2238.38,15.26,0.69,2225.95,2242.24,2214.77,632463,6892198,1.51E+09
2020-02-13,2232.96,-5.42,-0.24,2245.72,2255.49,2230.3,638666,8121197,1.51E+09
2020-02-14,2243.59,10.63,0.48,2232.71,2251.5,2221.9,597224,6379565,1.51E+09
2020-02-17,2242.17,-1.42,-0.06,2243.07,2250.05,2230.26,458248,5639201,1.51E+09
2020-02-18,2208.88,-33.29,-1.48,2225.98,2232.93,2205.21,470425,6411451,1.49E+09
2020-02-19,2210.34,1.46,0.07,2222.51,2226,2191.2,591155,7107034,1.49E+09
2020-02-20,2195.5,-14.84,-0.67,2223.55,2228.18,2186.72,709564,7677672,1.48E+09
